CARL E KESSLER FAMILY FOUNDATION,75-2567397,none,,
Cathay Bank,74-3052411,https://www.cathaybank.com/cathay-foundation/home/,,
Central Bucks Bicycle Club,,,,csmitchell123@gmail.com
Ceres Trust,,,,
Chalsty,,,,
CHANTAL AND TOMMY BAGWELL FOUNDATION INC,58-2176142,,,
CHAPELWOOD UNITED METHODIST CHURCH FOUNDATION,76-0310302,,,
"Charlie Russell Riders Foundation, Inc",22-2993741,,(406) 837-0576,
Charlotte Y Martin Foundation,47-2057123,www.charlottemartin.org,406-586-7839,bsachatello@gmail.com
Cheryl McArthur Foundation,45-4089855,,,
CHERYL SABAN SELF WORTH FOUNDATION FOR WOMEN & GIRLS,26-4200302,,,selfworth@saban.com
CHI Memorial Foundation,,,,
Chicago Cause,,https://www.orbitmedia.com/chicago-cause,,
Chobani Tent Foundation,47-2761733,http://www.tent.org/mission/#mission-statement,,
CHS Foundation,,,,
Chubb Charitable Foundation,26-2456949,https://www2.chubb.com/bm-en/about-chubb/philanthropy.aspx,,philanthropyUS@chubb.com
City of Coos Bay,,www.coosbay.org,541-269-8912,jmickelson@coosbay.org
City of Henderson,,,,
City of Issaquah - Community Fund,,,,
City of Kent Community Development Block Grant (CDBG),,,,
City of Modesto,,,,
City of Montgomery,,,,
City of Saint Paul VISTA Program,,http://www.saintpaulvista.org/become-a-host-site.html,,
City of St Paul,,,,
City of Tustin,,,,
City of Wetumpka,,,,
CLA Foundation,,,,CLAFoundation@claconnect.com
Clampitt Foundation,75-6034280,,(214) 638-3300,
Clarence E Heller Foundation,,,,
Clayton Baker Trust,52-6054237,,,
Clearfield County Charitable Foundation,,,,
Clermont Foundation,22-3177379,,,
Coleman Fung Foundation,20-3996786,,,
Combined Federal Campaign-Greater Atlanta-Athens CFC,,www.cfcaaga.org,404-331-4400,
Community Foundation of Greater Des Moines,,,,
Community Foundation of Greater Greensboro Inc,56-1380249,http://www.cfgg.org,336-,
Community Foundation of Louisville,,www.cflouisville.org,(502) 585-4649,trishaf@cflouisville.org
Conestoga Road Foundation,,,,
Conservation Fund,,,,
Consumer Technology Association Foundation,80-0194042,www.CTAFoundation.tech,703-907-7660,
Corporation for National Community Service,,,,
Council for Advancement and Support of Education,,,,
Council on Library and Information Resources (CLIR),,http://www.clir.org/hiddencollections/,(202) 939-4750,hiddencollections@clir.org
County of Riverside,,,,
Crankstart Foundation,94-3377099,,650-854-3927,
Creative Work Fund,,http://creativeworkfund.org/grant-guidelines,415.402.2793,info@creativeworkfund.org
CSUSB Philanthropic Foundation,,,,
Culver City Cultural Arts Commission,,,,
CVS Health Foundation,,,,
Cynthia and George Mitchell Foundation,,,,
Dana Howe,,,,
Davenport Family Foundation,,,,
David and Lori Rousso,,,,
David F and Margaret T Grohne Family Foundation,,,,
Department of Environmental Quality,,,,
Dexter F. and Dorothy H. Baker Foundation,23-2453230,,(610) 533-2837,baker1ebb@aol.com
DICK'S Sporting Goods Community Program,,,,
Disabled American Veterans,52-1516071,www.nsf.dav.org,859-4417300,
Dixon Water Foundation,,,,
Doris Duke,,,,
Douglas and Marianne Dickerson Foundation,20-1577084,,,
Early Learning Hub of Central Oregon,,,,
Eastmont Community Center,95-6221642,,,
ebay,,,,
Eberly Foundation,,,,
EDA,,,,
EFSP Local Board-Portage County,,,,
EFSP United Way of Linn County,,www.efsp.unitedway.org,,
EL ROI FOUNDATION,20-3762869,,,
El-Hibri Foundation,52-2306995,www.elhibrifoundation.org,202-387-9500,
Elliott Family Foundation,20-0521937,,,
Elsie Lee Garthwaite Memorial Foundation,,,,
"Emily Rauh Pulitzer Foundation, Inc.",,,,
Energy Foundation,,,,
Enterprise Rent A Car Foundation,,,,
Environmental Protection Agency,,https://www3.epa.gov/,,
Epic Theatre,,,,
Epson America,,https://epson.com/focused-giving-program,562-981-3840,
EUGENE C AND FLORENCE ARMSTRONG FAMILY FOUNDATION,20-3970918,,303-945-7531,
F.I.S.H Foundation Inc,20-4813479,http://www.fishfoundationinc.org/,609-275-0011,jcashmorefishfoundationinc@comcast.net
Father Fred Foundation,38-2908199,www.fatherfred.org,231-947-2055,
First Congregational Church of Greenwich,,,,
FNZ Foundation,,,,
FOGLIA FAMILY FOUNDATION,36-3925857,,,
Ford Motor Company,,,,
FOUNDATIONS COMMUNITY PARTNERSHIP INC,23-6299881,http://www.fcpartnership.org/grants/,267-247-5584,
Fox Entertainment Group,,https://impact.21cf.com/,,
Fred &amp; Jean Allegretti Foundation Inc,36-4110761,www.allegrettifoundation.org,224-655-6405,
Fred L Hartley Fam Foundation,33-0783531,,,
Frederick Henry Prince Testamentary Trust,,,,
Frieda C. Fox Family Foundation,95-4775770,http://www.fcfox.org/,(818) 308-4369,
Funder Network,,,,
Gary and Mary West Foundation,47-0793015,www.gmwf.org,760-602-0195,
Geffen,,,,
Genaurdi Family Foundation,,http://www.genuardifamilyfoundation.org/,,
General Motors (GM),,,,
George and Mary Josephine Hamman Foundation,,,7135229891,
GEORGE H SANDY FOUNDATION,94-6054473,,,
"George H, Lillian S,Mary S Campbell Foundation",,,,
George W Rentschler Foundation,23-6627872,,2156653000,
Geraldine R Dodge Foundation,,,,
Geraldine R Dodge Foundation Incorporated,23-7406010,http://www.grdodge.org/,975-540-8442,wliscow@grdodge.org
Germehausen Foundation,,,,
Gooding Family Foundation,33-6203973,,,
Grace Jones Richardson Trust,,,,
Grantham Foundation,,,,
Greater Miluakee Foundation,,,,
Green and Blue Foundation,36-4416910,,,
Green Tree Health Foundation,,http://www.greentreecommunityhealth.org,,
Greil Memorial Foundation,63-0288857,,,
GSK Impact,,,,
H&M Kellogg Charitable Trust,,,,
Habitat for Humanity in Atlanta Inc,58-1535414,www.atlantahabitat.org,404-223-5180,
Hancock Savings Bank Foundation,,,,
HAPPY DAVIS FOUNDATION,20-3246052,,,
Harry John Erbe Charitable Trust,,https://www.wellsfargo.com/private-foundations/erbe-charitable-trust,,
Hatboro Federal,,,,
"Healthy Kids, Healthy Families® initiative",,https://www.GrantRequest.com/SID_805?SA=SNA&FID=35102,(972)766-6900,grantsadministration@hcsc.net
Helmstetter Family Foundation,33-0673581,,,
Henrietta Tower Wurts Foundation,,https://www.philafound.org/Nonprofits/ApplyforaGrant/TypesofGrantsAvailable/HenriettaTowerWurts.aspx,,
Henry P Kendall Foundation Trust,,,,
Hershey Foundation,,,,
Hewlett Packard Company Foundation,,,,
Hicks Family Charitable Foundation,74-2877054,,,
Hillwood Investment Properties,,,,
Hilton Worldwide,,,,
Hitachi America Ltd,23-7688845,http://www.hitachi-america.us/about/community_relations/,,
Home Instead Senior Care Foundation,51-0457609,https://www.homeinsteadseniorcarefoundation.org/how-to-apply/,,
Honey Bee Conservancy,,http://thehoneybeeconservancy.org/,,
HORD FOUNDATION INC,20-8836849,none,,
Howard Family Foundation,,,,
Howard G. Buffett Foundation,,,,
HRSA- Rural Health Network Development Program,,https://grants.hrsa.gov/2010/Web2External/Interface/FundingCycle/ExternalView.aspx?fCycleID=af61cc0e-311e-4ea1-8ee4-fd660830869a,301-443-4281,jberube@hrsa.gov
I Have A Dream Foundation-Los Angeles,95-4089758,www.ihadla.org,213-572-0175,
Idaho Law Foundation-IOLTA,,www.isb.idaho.gov,208 334 4500,
Ilse Charles and Peter Dalebrook Fund,77-6233443,,,
Impact Austin,,http://www.impactaustin.org/,(512) 335-5540,grants@impactaustin.org
Impact100 Jersey Coast,,,,
INCREDIBLE EDIBLE COMMUNITY GARDEN,27-0798007,www.iecgarden.org,941-276-1150,mary_petit@yahoo.com
Indian Land Tenure Foundation,,https://www.iltf.org/faq,651-766-8999,
Inter-American Foundation,,http://www.iaf.gov/,202.360.4530,inquiries@iaf.gov
International Monetary Fund,,https://www.imf.org/external/np/cpac/donate.htm,,
INTERNATIONAL YOUTH FOUNDATION,38-2935397,http://www.iyfnet.org,410-951-1544,
Issaquah Arts Commission,,,,
J E AND L E MABEE FOUNDATION INC,73-6090162,,,
JAMES AND LILLIAN WEBB FOUNDATION,26-0866339,,,
Jane and Leonard Korman Family Foundation,,,,
Jewish Women's Foundation of NJ,,,,
John Clarke Trust Uw,05-6006062,,,
JOHN EDWARD FOWLER MEMORIAL FOUNDATION,51-6019469,http://fdnweb.org/fowler/,(301) 654-2700,
John Nesbit Rees and Sarah Hennes Res Charitable Foundation,,,,
John Simon Guggenheim Memorial Foundation,13-5673173,http://www.gf.org,212-687-4470,
John Tracy Clinic,95-1642393,http://www.jtc.org,213-748-5481,
Joseph and Carolyn DeMarco Foundation,,,,
Josh,,,,
JP Morgan Chase Foundation (Chase Bank),23-7049738,,,
"JP's Peace, Love, & Happiness Foundation",27-4449810,,,
Junior Achievement,,,,
Junior Blind of America,95-1977659,www.juniorblind.org,323-295-6386,
Junior League of Houston Inc,74-1185659,www.jlh.org,,
Kaiser Permanente South Bay 2017,,,,
Kate B. Reynolds Charitable Trust,,,,
Kate Svitek Memorial Fund,,http://www.katesvitekmemorial.org/,,
Katz Family Charitable Trust,,http://www.katzfamilytrust.org/,,
Keeping Babies Safe Inc,45-2955811,www.keepingbabiessafe.org,908-581-8699,
Keiro,,,,
Keith and Mattie Stevenson Foundation,76-0366599,,,
Keith Campbell Foundation for the Environment,,,,
Kellog,,,,
Kids 'N Community Foundation,,,(919)861-5474,gabbyp@carolinahurricanes.com
"Kind Foundation, Patricia",,,,
KMJ Family Foundation,,,,
Knight,,,,
KNIGHT FAMILY FOUNDATION,36-4265122,,,
Kometsky Family Foundation,,,,
Kurz Family Foundation Ltd,13-3680855,,,
L.A.C.E.R. Afterschool Programs,95-3890819,www.lacerstars.org,323-957-6481,
LA County Arts Commission,,http://lacountyarts.org/,(213) 202-5858,
LA Jewish Community Foundation,95-6111928,www.jewishfoundationla.org,323-761-8700,
LAUGHLIN-BEERS FOUNDATION,75-1853364,,,
LAWSON BAPTIST FOUNDATION,34-6537427,,,
Legends Casino,,http://legendscasino.com/community/,509.865.8800,
Lenfest Foundation Inc,23-3031350,www.lenfestfoundation.org,,
Les Dames d'Escoffier DC Chaper,,,,
Lincy Foundation,95-4238697,,,
LINDEN ROOT DICKINSON FOUNDATION,33-0440808,,,
LISC RI / Department of Labor and Training,,,,
Lloyd K Johnson Foundation,51-0180842,http://www.lloydkjohnsonfoundation.org/,,
Llwellyn Foundation,,,,
Lockhart Vaughan Foundation,52-1693184,,,jbpowell@lockhartv.org
Looker Foundation,77-0397495,www.thelookerfoundation.org,310-414 9117,
Looking Beyond Foundation,,http://www.lookingbeyondla.com/,,info@lookingbeyondla.com
Los Angeles County Fourth District,,,,
Los Angeles Lakers Youth Foundation,95-4372410,http://www.nba.com/lakers/community/lakersyouthfoundation,,
Louise H. Landau Foundation,,,,
Lucy Hampton Bostick Charitable Trust,57-6042059,,,
Lyndhurst Foundation,,,,
M&M Whitmire Family Foundation,91-1817511,,916 806 0953,
M.A.C. AIDS Fund,,,,
Macy's Inc. Foundation,,http://www.macysinc.com/community/corporate-gifts/default.aspx,(513) 579-7000,
Make Them Visible Foundation,,,,
Map Educational Fund,45-3265404,,212-570-2247,
Mara W Breech Foundation,95-4474892,,,
Marble Collegiate Church,,http://www.marblechurch.org/give/apply-grant,,EasterOffering@MarbleChurch.org
Margaret Rivers Fund,41-6017102,,,
Maryland Department of General Services,,http://dgs.maryland.gov/Pages/default.aspx,,
Maryland State Department of Education,,http://www.marylandpublicschools.org/Pages/default.aspx,(410) 767-0019,
Maslow Family Foundation Inc.,,,,
Massachusetts Foundation For The Humanities,22-2504778,www.masshumanities.org,413-5848440,
Massiah Foundation Inc,04-3536335,,,
Mathewson Foundation,,,,
Mayors Ball,,,,
McLean Contributorship,,http://fdnweb.org/mclean/,,
MEADOWS FOUNDATION INCORPORATED,75-6015322,,,
MELVIN GARB FOUNDATION,93-1067365,,,
Menorah Heritage Foundation,,http://mhfkc.org/,913-981-8866,mhfgrants@jcfkc.org
MINNESOTA TIMBERWOLVES FASTBREAK FOUNDATION,41-1644554,,,
Missile Defense Agency,,,,
Mitsubishi Electric,52-1700855,http://www.meaf.org/,,mea.foundation@meus.mea.com
"Mobil Foundation, Inc.",13-6177075,,,
Molina Healthcare,,http://www.molinahealthcare.com/members/common/en-US/abtmolina/whymolina/yourcomm/Pages/yourcomm.aspx,,MHCCommunityEngagement@MolinaHealthcare.com
MONTANA YELLOWSTONE EXPEDITIONS FOUNDATION,20-3560546,,,
Montgomery Area Community Wellness Coalition,,https://www.thewellnesscoalition.org/,293-6502,
Montgomery County,,,,
Moore Charitable Foundation,,,,
Naiku,,http://www.naiku.net/grants/,,
National Arts and Humanities Youth Grant,,,,
National Association of Latino Arts and Cultures,,http://www.nalac.org/programs/nalac-grants/nalac-fund-for-the-arts-nfa,,
National Endowment for the Arts/Youth,,,,
National Film Preservation Council,52-2055624,http://www.filmpreservation.org,415-392-7291,grants@filmpreservation.org
National Forest Foundation,,https://www.nationalforests.org/grant-programs,,
National Science Foundation NSF,,,,
Nationwide,,,,
NBC 21st Century Solutions,,,,
NCAA,,,,
NEFA,,,,
Nelson Foundation,,http://nelsonfoundationpa.org/,,
NJ Association of Student Councils,,,,
NJ DOH,,,,
Nonprofit Board Leadership Institute,,,,
NORTH CAROLINA GLAXOSMITHKLINE FOUNDATION,58-1698610,,,
Northland Church,,,,
NRG Energy,,,,
NV Energy Foundation,,,,
NYC Civic Corps Americorps,,,,
O.P. & W.E. Edwards Foundation,,,,
Oaktree Philanthropic Foundation,,,,
OCEAN CITY HOME CHARITABLE FOUNDATION,20-2097333,,"609-927-7722, 1153",jjacobson@ochome.com
Oceanic Heritage Foundation,,None,,
Oceanside Charitable Foundation,,,,
Ohio Children's Foundation,,,,
Omnova Solutions Foundation,,,,
Open Road Alliance,,,,
Opera America Inc,20-3520577,www.operaamerica.org,212-7968620,
"OPERATION HOPE, INC.",95-4378084,www.operationhope.org,213-891-2918,
ORED,,,,
Outdoor Nation/Outdoor Foundation,,http://outdoornation.org/grants,,
Pacific Connecor Pipeline,,http://pacificconnectorgp.com/benefits/grant-program/,,
Padres Foundation,,,,
PADRES FOUNDATION FOR CHILDREN,33-0668674,,,
Parsons Corporation,,,,
Parsons School of Design,,,,
Pasadena Rotary,76-0623140,,,
Patricia Kind,,,,
Patricia Kind Foundation,,www.PKFFoundation.net,,
Paul G. Allen Family Foundation,,,,
Paul Mitchell The School (Andrew Gomez Dream Foundation),54-2125128,,,
Pennmont Foundation Inc,87-0699934,,406-586-5253,kami@mcginleycpa.com
Pennsylvania Department of EP,,,,
Pepsico Foundation,,,,
Peternell Family Foundation,,,,
Philips Foundation,,,,
Phillies Charities,,,215-218-5314 (DD),
Phoenixville Community Health Fund,23-2912035,http://www.pchf1.org/about-us/,(610) 917-9890,pchf1@pchf1.org
Pinellas County Community Foundation,23-7113194,http://www.pinellasccf.org/grants/,,
Pink Aid Inc.,47-1031835,www.pinkaid.org,203-682-7465,jagmaple@aol.com
Pisces Foundation,,,,
POLLOCK-KRASNER FOUNDATION INC,13-3255693,http://www.pkf.org/index.html,,grants@pkf.org
Portage Metropolitan Housing Authority (PMHA),,,,
Prologis Corporation,,,,
Public Health Institute,,,,
Public Service Credit Union,84-6023137,www.pscu.org,,
Pureology,,,,
Quaker Chemical Foundation,,,,
Quaker City,,,,
Quest for Truth Foundation,,https://fconline.foundationcenter.org/grantmaker-profile/?collection=grantmakers&activity=result&key=QUES001,,
Rabobank,,,,
Ralph Parsons Trust,46-6019080,,,
Rathmann Family Foundation,,,,
REDCAT,,https://www.redcat.org/content/pacific-standard-time-festival,,
Reissa Foundation,47-7315939,,,
RETIREMENT RESEARCH FOUNDATION,36-2429540,rrf.org,,info@rrf.org
RGK Foundation Community grants,,,(512) 474-9298,
Rhode Island Community Foundation,,,,
RI Department of Labor and Training,,,,
River Region United Way,,http://www.riverregionunitedway.org/,264-7318,
Riverside County,,,,
Riverside Unified School District,,,,
Robert L Huffines Jr Foundation Inc,13-6090862,,,
"Robert W. Knox, Sr. and Pearl Wallis Knox Charitable Foundation",,https://www.bankofamerica.com/philanthropic/grantmaking.go,,
Robertson Foundation,,,,
ROBINS KAPLAN MILLER & CIRESI FOUNDATION,41-1735325,www.robinskaplan.com,,
Rockefeller Family Foundation,,,,
Roger & Vicki Sant,,,,
Roy A Hunt Foundation,,,,
Ruth and Sidney Lapidus,,,,
"SAFER- (FEMA), Staffing for Adequate Fire & Emergency Response",,https://www.fema.gov/staffing-adequate-fire-emergency-response-grants-documents,(425) 487-4633,brian.ipsen@fema.dhs.gov
Saint Cloud Diocese Missionary Cooperation Plan,,http://mission.stcdio.org/mission-office-homepage/support-mission/mcps/,(320) 251-1100,
Salem Health & Wellness Foundation,01-0625542,http://salemwellnessfoundation.org/,856-299-4460,brendagoins@salemwellnessfoundation.org
San Diego Foundation,,,,
San Joaquin Valley Health Fund,,,,
Sandy River Foundation,,,,
Santa Monica Lions Club,,,,
Saucony Foundation,,,,
Saul Schottenstein Foundation B,27-0167751,http://www.saulschottensteinfoundationb.org/,,
Schmidt Family Foundation,,,,
Schow Foundation,,,,
SCRIPPS HEALTH,95-1684089,https://www.scripps.org/about-us__scripps-in-the-community__cash-and-in-kind-contributions,858-678-7095,
Sertoma Foundation,,http://sertoma.org/,,
Seventh Generation,,,,
SFC CHARITABLE FOUNDATION INC,65-0565248,,,
Share Our Strength,,,,
SHARED FUND,41-1797725,,,
Shugar Foundation Inc,52-1761483,,,
Signal Mountain Presbyterian Church,,,,
Skoll Foundation,,,,
SMIF,,,,
Social Innovation Fund,,,,
Sonnen Batterie,,,,
St. John’s Episcopal Church,,,,
St. Joseph Hospital of Orange A Corp.,95-1643359,www.sjo.org,,
Stanislaus County Community Services Agency,,,209-558-2500,
Stanley Black & Decker,,http://www.stanleyblackanddecker.com/,,
Starkey Hearing Foundation,36-3297852,www.starkeyhearingfoundation.org,866-354-3254,
State of Oregon-  Oregon Heritage Commission,,,,
Stella M Kemble Trust 8337 4883 00,75-6041605,,,
Step Up Women's Network,95-4701468,www.suwn.org,213-,
"Subaru of America, Inc.",,,,
Summit Foundation,,,,
Supervisor Mark Ridley-Thomas,,,(213) 974-2222,SecondDistrict@bos.lacounty.gov
Sustainable Arts Foundation,26-3373919,http://apply.sustainableartsfoundation.org/,,
Sutter,,,,
Svitek Foundation,,,,
Swift Foundation,,,,
T. Rowe Price Charitable Foundation,,https://www3.troweprice.com/usis/corporate/en/about/corporate-responsibility/community-commitment/trp-foundation.html,,
Taylor Foundation,52-6056357,,410-465-3500,
TCC Verizon,,www.tccrocks.com,,julie@tcccrocks.com
TCDD - Texas Council for Developmental Disabilities,,http://www.tcdd.texas.gov/,512-808-0964,Joshua.Ryf@tcdd.texas.gov
TECHNOSERVE INC,13-2626135,http://www.technoserve.org,202-785-4515,
Tesla,,,,
The Adolph & Esther Gottlieb Foundation,,https://emily-heinz-ezt8.squarespace.com/,212-226-0581,sross@gottliebfoundation.org
The Andrew W. Mellon Foundation,,,,
The Annie Casey Foundation,,,,
The Anonymous Donor Fund,,,,
The Astle-Alpaugh Family Foundation,,,,
THE AUDREY S KNEWSTUB FOUNDATION,23-1675419,,,
"The Berlin Family Foundation, Inc.",,,,
The Center for Cultural Innovation,91-2156812,www.cciarts.org,213-687-8577,
The Charitable Foundation Inc,95-4528536,http://www.thecharitablefoundation.net/,858-792-6085,admin@thecharitablefoundation.net
The Charles B. Goddard Foundation,75-6005868,,,
The Christopher Family Foundation,36-7092282,https://online.foundationsource.com/public/home/christopher,,
THE CINNABAR FOUNDATION,81-0415045,,,
The Clearwater Community Woman's Club,,http://www.clearwatercwc.org/,,
The Crail-Johnson Foundation,33-0247161,http://crail-johnson.org/,(310) 519-7413,
The Curtis and Edith Munson Foundation,,,,
The Dale Fowler Foundation,91-2171435,,,
The Daphne Seybolt Culpeper Foundation,,,,
The Elliott Family Foundation,,,,
The Ford Family Foundation,,www.tfff.org,,
The Forrest & Frances Lattner Foundation,,,,
THE FOUNDATION FOR DREAMERS,74-2736860,,,
The Geraldine R. Dodge Foundation,,,,
The Gilbert J Martin Foundation a Charitable Trust,33-0002513,,,
The Henry Luce Foundation,,,,
The John D. and Catherine T. MacArthur Foundation,,,,
THE JOHNSON FAMILY FOUNDATION,33-0074556,,,
THE JOSEPH E & MARJORIE B JONES FOUNDATION,52-1628951,http://www.thejonesfoundation.com/,(202) 797-6720,info@thejonesfoundation.com
The Mar Vista Family Center,95-2647443,www.marvistafc.org,310-3909607,
The Molina Foundation,20-1479392,www.molinafoundation.org,562-446-2999,
The Norbell Foundation,25-1757468,,,
The Overbrook Foundation,,,,
The Patterson Foundation,65-6230256,http://www.thepattersonfoundation.org/,941-952-1413,nhenry@thepattersonfoundation.org
The Pmi Foundation [NOT ACCEPTING AT THIS TIME],94-3309069,http://www.pmifoundation.org/,800-288-1970,
THE POWELL FOUNDATION,74-6104592,http://www.powellfoundation.org/,713-523-7557,
The Rea Charitable Trust,,https://www.wellsfargo.com/private-foundations/rea-charitable-trust,,
The Rhode Island Community Foundation,22-2604963,http://www.rifoundation.org,401-427-4005,
The Safeway Foundation (Vons),91-2144510,www.safewayfoundation.org,925-467-2956,
THE VANGUARD GROUP FOUNDATION,23-2699769,,(610) 669-6331,
The Winslow Foundation,,,,
Thelma Pearl Howard Foundation,95-4499843,WWW.CALFUND.ORG,,
THOMAS AND STACEY SIEBEL FOUNDATION,94-3256331,,,
To the Maximus Foundation Inc,45-2863868,,,
Tocker Foundation,75-6037871,http://www.tocker.org/,(512) 452-1044,
TomKat Foundation,,,,
TOMS,,,,
TORREY SMITH FOUNDATION,45-2448554,,,
Towards Sustainability Foundation,,,,
Town Creek Foundation,,,,
True North Foundation,,,,
Tyler Museum of Art,75-6066618,www.tylermuseum.org,903-5951001,
U.S. DOL Sub-Contract,,,,
United States Committee for UNDP,52-1990876,www.undp-usa.org,202-5587104,
United Way of Greater Philadelphia and Southern New Jersey,23-1556045,www.unitedforimpact.org,215-665-2564,
United Way of Jefferson County,,,,
"United Way of Metropolitan Atlanta, Inc.",58-0566194,http://www.unitedwayatlanta.org,404-527-7200,
United Way of Trumbull County,,,,
University of Illinois,,,,
US Bancorp Foundation (US Bank),41-1359579,http://www.usbank.com/about/community_relations/charit_giving.html,612-303-4000,
USA Soccer Foundation,,,,
USDA - Rural Utilities,,,,
USDA NIFI,,,,
UTE CITY CHARITABLE TRUST,33-0833915,,,
Venable LLP,,https://www.venable.com/socialresponsibility/foundation/,,
VENTURA COUNTY COMMUNITY FOUNDATION,77-0165029,http://www.vccf.org,805-988-0196,
VicHealth,,,,
Virgin America,,,,
Virginia Lee Shirley Private Foundation,27-2545558,,,
Von Ehr Foundation,75-2825954,,,
Vulcan Materials Company's Western Division and Mountain West Division,,,,
W.P. & H.B White Foundation,,,(972) 248-4480,srwhite@ameritech.net
Weingart,,,,
WellCare,,,,
Wendt Family Foundation,,,,
"WHAS Crusade for Children, Inc.",23-7075524,http://www.whascrusade.org/,502-5827706,dbillingsley@whas11.com
Whatcom Community Foundation,,http://www.whatcomcf.org/community-impact/grants/,,
Whitford Charitable Fund,,www.whitfordcc.com,610-269-2151,mladden@whitfordcc.com
Woodcock Foundation,,,,
Working Woman's Home Association,,,,
WORLD BANK COMMUNITY CONNECTIONS FUND,42-1559999,,,
Wyndham Worldwide,,,,
YADA INC,26-3371032,,,
YMCA of San Diego County,95-2039198,www.ymca.org,858-,
Youth Outside,80-0565914,http://www.youthoutside.org,510.839.0731,info@youthoutside.org
Z Smith Reynolds Foundation,,,,
Zonta Club of Coos Bay,,http://www.zontacoosbay.org,,
