Alfred Bersted Foundation - 2017,,,,
Braitmayer Foundation,,,,
Mississippi-Alabama Sea Grant Consortium,,,,
ANN L RHODES AND CAROL GREENE RHODES CHARITABLE TR,26-6660796,www.bankofamerica.com/philanthropic/grantmaking.go,214-209-2396,
Anne and Henry Zarrow Foundation,,,,
Anthem Blue Cross Blue Shield,,,,
ARAMARK FOUNDATION TR,01-6175257,,,
ARCHDIOCESE OF CINCINNATI (CCHD),31-0538501,,,
Area Agency on Aging 2,,,,
Argent Capital Management,,,,
ARGUS FUND (PA),20-5045447,,,
ARGUS FUND (VA),20-2186204,,,
Arlington Tomorrow Foundation,26-0672468,www.arlington-tx.gov/arlingtontomorrowfoundation,817-459-64719,carolyn.mentesana@arlingtontx.gov
Arts Council Santa Cruz County,94-2600140,www.artscouncilsc.org,831-475-9600,
ArtsFund,91-0839644,www.artsfund.org,206-2819050,
Aspen Institute,,,,
AT&T Employee Giving Campaign,,,877-330-4950,
Atlanta Christian Foundation,,www.ncfgiving.com,404-252-0100,
Attorney General's Office,,,,
BAE Systems US,,http://www.baesystems.com/en-us/our-company/about-us/bae-systems--inc-/community-investment/corporate-sponsorship---grants,,
Bancroft Family Foundation,05-0509060,,,
Bandon Dunes Golf Resort,,http://www.bandondunesgolf.com/contacts-department,,
Bank of America Charitable Foundation 2017,,http://about.bankofamerica.com/en-us/global-impact/charitable-foundation-funding.html#fbid=stCga1ai7xD,,
Bank of America Philanthropic Solutions,,,,
"Bank of America, N.A. - U.S. Trust (MA office)",,,,
Barberton Community Foundation,,,,
Barry Alan Gold Memorial Fund,,,,
Bell-Wallace Charitable Trust,75-6027263,,214-965-2785,
Bellevue Arts Commission,,www.bellevuewa.gov,,jheim@bellevuewa.gov
Belmont Forum,,https://www.belmontforum.org/,,contact@belmontforum.org
Bender Family Foundation,,,,
Bender Scientific Fund,,,,
"Benevity Community Impact Fund, The",,http://www.benevity.com/our-philosophy/,,
"Berks County Community Foundation, Inc.",23-2769892,www.bccf.org,610-685-2223,
Betty V. & John M. Jacobson Foundation,,,,
BFF Fund,,,,
Big Brothers Big Sisters of America,,,,
Big Sunday,42-1765317,www.bigsunday.org,323-549-9944,
Bike and Build,,https://bikeandbuild.org/,267-331-8488,grants@bikeandbuild.org
Bill &amp; Melinda Gates Foundation Trust,91-1663695,http://www.gatesfoundation.org/Who-We-Are/General-Information/Financials/Foundation-Trust,206-709-3100,
BLANCHE FOUNDATION,45-2426651,,,
Blue Cross and Blue Shield of Illinois,,www.bcbsil.com/company-info/community-involvement/grant-sponsorship,,Kathleen_cangemi@bcbsil.com
BLUE RIDGE ELECTRIC COOPERATIVE,57-0125510,,,
BlueCross BlueShield of Oklahoma,,,,
Bluecross Blueshield of South Carolina Foundation,22-3847938,,,
Blues for Kids Foundation,,,,
"BMI Foundation, Inc.",13-3249311,http://www.bmifoundation.org,212-220-3175,acharnley@bmifoundation.org
Boario,,,,
Bob and Renee Parsons Foundation,45-2713666,,,
BOB BARKER COMPANY FOUNDATION INC,20-1276455,,,
"Boch Family Foundation, Inc",,,,
Bowline Foundation,,,,
Brandywine Foundation,,https://brandywinefoundation.org/,,
Bristol WIB,,,,
Bristol-Myers Squibb Foundation- Together on Diabetes,,,,
BROOKS AND JOAN FORTUNE FAMILY FOUNDATION INC,31-1225136,,,
Bruce Ford and Anne Smith Bundy Foundation,,,,
Brumley Family Foundation,56-1070049,,,
Bruno Walter Memorial Foundation,13-6174444,,212-984-0706,
BUDWEISER OF COLUMBIA AND GREENVILLE FOUNDATION INC,57-0734278,,,
BUFFALO SABRES ALUMNI ASSOCIATION,16-1356116,,,
Buffalo Sabres Foundation,,,,
BUFFALO SABRES FOUNDATION,16-1478403,WWW.SABRESNHL.COM,,
Burch Family Foundation,,,,
Cai (Cicatelli Associates Inc),13-3020576,http://www.caiglobal.org,,
Caleres,,,,
Calhoun Foundation,74-2804468,,,
CALIFORNIA BAR FOUNDATION,94-3104546,www.calbarfoundation.org,,
CALIFORNIA HUMANITIES,94-2952469,www.calhum.org,415-391-1474,
California Lutheran University,95-2962604,www.callutheran.edu,(805) 492-2411,clugrad@callutheran.edu
Callie & John Rainey Foundation,57-0970656,,,
CAP COM,,,,
CAPITAL FOR KIDS,20-4403950,WWW.CAPITALFORKIDS.ORG,214-300-9575,susan@capitalforkids.org
Capital One Bank,,,,
Cardone Foundation,30-0028232,,,
Cargill Meat Soluions,41-6020221,http://www.cargill.com/corporate-responsibility/community-engagement/charitable-giving/local-community-giving/index.jsp,(620) 225-2610,
Carlilian Foundation,,,,
Carney Family Foundation,,,,
Carolyn Watson Fund through OCCF,,,,
Cassels Foundation,57-1029022,,,
CATHOLIC HEALTH PARTNERS FOUNDATION,20-1072726,www.mercy.com,513-952-4019,
CDC/SSTAR,,,,
CDPHP,,,,
CDV5 FOUNDATION,38-3035978,VW-foundation.org,616-643-4700,info@CDV5Foundation.org
CECILIA YOUNG WILLARD HELPING FUND,74-6350893,https://broadway.bank/wealth-management/foundation-grants-management/cecilia-young-willard-helping-fund,210-283-6700,grants@broadwaybank.com
CEDAR TREE FOUNDATION INC,13-3601934,cedartreefound.org/,617 - 695 - 6767,info@cedartreefound.org
Center for Sustainable Community Solutions,,,,
Center on Budget and Policy Priorities,52-1234565,,,
Central Trust and Investment Company,,,,
CEO Seeds for Success,,,,
Chaney Enterprises,,https://www.chaneyenterprises.com/Who-We-Are/Community/Chaney-Foundation/Beautification-Grants,888-244-0411,
Charles E and Mary Eleizabeth Scripps Foundation Inc,26-1541507,,,
Charlton Foundation,,,,
Chautauqua Region Community Foundation Inc,16-1116837,www.chautauquagrants.org,716-661-3394,llynde@crcfonline.org
CHEJ,,,,
Chicago Cook Workforce Partnership,,www.workforceboard.org/,(312) 603-0200,
Chicago Neighborhood Development Awards?,,www.lisc-cnda.org,(312) 422-9556?,
Children's Trust,,,,
Childrens Foundation of Erie County Inc.,16-6000171,N/A,716-877-0418,
Choose Life--Ohio Department of Health,,,,
CIFF - Children's Investment Fund Foundation,,https://ciff.org,,
Cisco Corporate Social Responsibility Program,,,,
City Couniol,,,,
City of Chicago,,www.cityofchicago.org/city/en/general/contact.html,,
City Of Evansville ESG,,,,
CJ Wrightsman Educational Trust,75-6046853,,817-878-2979,
Clemens,23-1675035,,,
Clements Foods Foundation,73-1304657,,,
ClimateWorks Foundation (CWF),26-2303250,,,
"Coastal Community Foundation of South Carolina, Inc.",23-7390313,www.CoastalCommunityFoundation.org,843-7233635,
Cohoes Savings Foundation,,,,
Commonwealth Corps,,,,
Community Development Agency,,,,
Community Foundation for Greater Buffalo,,,,
COMMUNITY FOUNDATION FOR GREATER BUFFALO,16-0743935,,,
Community Foundation for the Alleghenies,,,,
Community Foundation for the Greater Capital Region,,www.cfgcr.org,,
"Community Foundation of Greater Chattanooga, Inc.",62-6045999,www.cfgc.org,423-265-0586,
Community Foundation of Southeastern MA--Carlos Pacheco Foundation,,,,
Community Foundation of Southeastern MA--Jacobs Family Donor Advised Fund,,,,
"Community Foundation of Southeastern Massachusetts, Inc.",04-3280353,www.cfsema.org,508-,
Community Foundation Santa Cruz County,94-2808039,www.cfscc.org,831-662-2000,CFHelp@cfscc.org
Community Health Charities,,,,
CONAGRA FOODS FEEDING CHILDREN BETTER FOUNDATION,47-0824577,,,
Concord Village Lions Club,,,,
Connelly,23-6296825,,,
Connolly,,,,
Cook County Department of Homeland Security,,www.cookcountyhomelandsecurity.org,(312) 603-8180,
Cook County?Justice Advisory Council?,,www.cookcountyil.gov/agency/justice-advisory-council-0,,
Cornell Douglas Foundation Inc,65-1287707,http://www.cornelldouglas.org,301-229-3008,
Cox Charities Oklahoma City,,http://coxcharitiesoklahomacity.com,,
Crawford Taylor Foundation,,,,
Crc Family Charitable Foundation,76-0285550,,,
Cresap Family Foundation,20-4760218,,,
Crotty Family Foundation--The Dayton Foundation,,,,
CSX Small Grants Program for Transporting Healthy Food,,,,
CVS FOUNDATION,22-3206973,,,
CYNTHIA & GEO MITCHELL FOUNDATION,74-2170127,,,
Dabos All IN Team Foundation,26-4097429,WWW.DABOSALLINTEAM.COM,,
Dana Brown Charitable Trust,,,,
Dane G Hansen Community Grant Fund,,,,
Danville Regional Foundation,20-3319727,,(434) 799-2176,
"Daughters of the American Revolution dba Philadelphia Winn Chapter,  NSCAR",,http://philadelphiawinn.blogspot.com//,,philwinndarweb@gmail.com
David and Candace Weir Foundation,13-3797919,,,
David and Susan Schoenholz Foundation,13-4211341,,,
David Bershad Family Foundation Inc,80-0315868,,,
"David, Helen and Marian Woodward Fund",58-6222004,,,
DDS,,,,
DDS Memory Caf?,,,,
DDS Start-Up/Short Term,,,,
"Delaplaine Foundation, Inc.",52-2278038,,301-6622753,
DELTA KAPPA GAMMA SOCIETY,74-0589548,WWW.DELTAKAPPAGAMMA.ORG,,
Dent Sara Jay Irrevocable Trust,,,,
Department of Human Services,,,,
Deutsche Bank,,,,
DHHS,,,,
DHS,,,,
DIAN GRAVES OWEN FOUNDATION,75-2682536,,,
Dick & Betsy DeVos Foundation,,,,
DIFFERENT NEEDZ FOUNDATION,90-0427474,WWW.DIFFERENTNEEDZFOUNDATION.ORG,216-904-5151,info@differentneedzfoundation.org
Dirk Nowitzki Foundation,90-0036829,http://dnfoundation.org/,214-658-7186,
Discount Foundation,,,,
Discuren Foundation,,,206-359-8574,gcoy@isomedia.com
DoE Federal Register,,,,
DOJ-OVC,,,,
DoL--Strengthening Working Families,,,,
DOLESE FOUNDATION,73-1074447,,,
Doll Family Foundation,,,,
DONALD AND EVELYN BENSMAN FOUNDATION INC,34-1936694,,,
Dorothy Gaines Foundation,20-1858697,,254-582-9561,
DPH Family Health & Nutrition,,,,
Dr Scholl Foundation,36-6068724,www.drschollfoundation.com,847-559-7430,
DRUCKER FAMILY FOUNDATION,36-7252942,,,
Dun & Bradstreet,,,,
EARLE FOUNDATION,57-6120078,,,
EARLE W WEBB JR MEMORIAL INC,13-5581041,,,
East Mount Airy Neighbors Community Fund,,,(215) 563-6417,EMAN@philafound.org
East Mt Airy Neighbors Community Fund,,,,EMAN@philafound.org
Eddy Family Trust,,,,
Edward Jones,,,,
EDWARDS MOTHER EARTH FOUNDATION,,http://edwardsmotherearth.org/,,info@edwardsmotherearth.org
Edwin W. and Catherine M. David Foundation,,,,
EEC Preschool Expansion Grant (PEG),,,,
EFFIE AND WOFFORD CAIN FOUNDATION,75-6030774,,,
Elaine & William Kaplan Private Foundation,14-1736469,,,
ELI & EDYTHE L BROAD FOUNDATION,95-6192122,http://broadfoundation.org/about-us/,(310) 954-5000,info@broadfoundation.org
Elizabeth Born Linz Foundation,26-4800771,,972-304-8523,
Elizabeth Turner Campbell Foundatio,62-1833493,,,
ELLA WEST FREEMAN FOUNDATION,72-6018322,http://www.ellawest.org,,
Elsie Van Buren Foundation,,,,
Emerson,,,,
Emerson Collective Foundation,81-3242506,,,
Emerson Hermetic Motor,,,,
Emma Willard Student Philanthropic Club,,,,
Employees Community Fund of Oklahoma City,,,,
ENRICO & SANDRA DI PORTANOVA,76-0408460,,,
Ent Youth Endowment Series (YES) Grant,,www.ent.com/YESgrants,719-550-6660,
Enterprise Fleet Services,,,,
Environmental Research & Education Foundation (EREF),,,,
EOHHS-MRC,,,,
Episcopal Community Foundation for Middle and North Georgia,,ecfatlanta.org,404-601-5362,lhardegree@episcopalatlanta.org
Equinox Fund of CFGCR,,,,
ERICH AND HANNAH SACHS FOUNDATION,22-3337781,http://www.sachsfamilyfoundation.org,,
ESCCO - Executive Service Corps of Central Oklahoma,73-1478718,escco-online.org,,
ESCO Technologies Foundation,,,,
Estate of Carol Elaine Corkins,,,,
Estate of John G. Kemp,,,,
Exelon - Atlantic City Electric,,,,
Exelon/AC Electric,,,(609) 645-4802  ,ken.mosca@atlanticcityelectric.com
F W Symmes Foundation,57-6017472,,,
Fair Immigration Reform Movement,,,,
Fall River Public Schools,,www.fallriverschools.org,508-675-8423,mmalone@fallriverschools.org
Fall River Women's Union,,,,
Fall River Women's Uniton,,,,
Fall River Working Cities Planning Grant,,,,
Fargo-Moorhead Area Foundation A Community Trust,45-6010377,www.areafoundation.org,701-234-0756,
Farm Aid,,,,
Farm Foundation,,,,
Federal Reserve Bank of Boston,,,,
Feminist Review Trust,,,,
Fidelis Care New York,,,,jburnosk@fideliscare.org
Field-Day Foundation,52-2364623,,,
Fifth Third Union Trust CO Foundation,31-6024135,https://53.versaic.com/,,
FLETCHER JONES FOUNDATION,23-7030155,http://www.fletcherjonesfdn.org/Fletcher_Jones_Application.htm,626-535-9506,
Florence Foundation,75-6008029,,214-209-1830,
Foundation Beyond Belief,,,,
Foundation for Contemporary Arts,,http://www.foundationforcontemporaryarts.org/grants,212-807-7077,info@contemporary-arts.org
Four Freedoms Fund,,,,
FR Community Development Block Grant,,,,
FRANCES & EDWIN CUMMINGS MEMORIAL 578956,13-6814491,,,
FRANCES W BURTON FOUNDATION,20-4214804,,,
Francis J and Edith Jackson Foundation,20-6063002,,,
Frank Adam Foundation,,,,
FRANK PACE JR FOUNDATION,13-6117487,,631-821-8037,
Fraternal Order of Eagles,,,,
Fred C & Katherine B Andersen Foundation,,,(651) 264-7355,
Frederick McDonald Trust (through Bank of America),,,,
Fredrikson & Byron Foundation,,www.fredlaw.com,(612) 492-7000,
Freshwater Future,,,,
Friends of Bridgeport Library,,http://bportlibrary.org/friends/about/,2035768355,friendsbplct@gmail.com
FRISCO ROUGH RIDERS FOUNDATION,51-0479927,RIDERSBASEBALL.COM/FOUNDATION,972-334-1903,esanchez@ridersbaseball.com
Fuller E Callaway Foundation,58-0566148,www.callawayfoundation.org,706-8847348,
Fund for Southern Communities Inc,58-1426028,,404-3718404,
Fund for the Center for Community Change,52-1449690,,,
Funders' Collaborative on Youth Organizing,,,,
Funders' Network for Smart Growth & Livable Communities,,,,
Gambrill Foundation,57-6029520,,,
GAP FOUNDATION,94-2474426,,,
Garfield Foundation,,http://www.garfieldfoundation.org/,(925) 385-0314,info@garfieldfoundation.org
GARVEY TEXAS FOUNDATION INC,75-6031547,,817-335-5881,
Gary Patterson Foundation,27-0025657,WWW.PATTERSONFOUNDATION.ORG,702-586-4180,
General Motors Foundation,,,,
GEORGE A ROBINSON FOUNDATION,76-0399825,,,
Gershman Foundation/Betty Gershman,,,,
GFWC-L Bloomington-Normal JR Women's Club,,,,
Gil and Dody Weaver Foundation,75-1729449,,214-999-9497,
Glens Falls Foundation,,,,
GlobalGiving,30-0108263,www.globalgiving.org,202-,
Goerlich Family Foundation Inc,34-0970919,,,
GOIZUETA FOUNDATION INC,46-3022974,www.goizuetafoundation.org,,info@CDV5Foundation.org
Golub Foundation,,,,
GOOD EARTH FOUNDATION,76-0447921,,,
GoodSearch,,http://ethosolutions.org/goodsearch-charity-search-engine-and-more/,,
Gordon A Cain Foundation,20-8483773,,,
Grace Niskayuna Chuch,,,,
Graduate NYC!,,,,
Graham and Carolyn Holloway Foundation,75-2569765,http://www.hollowayfamilyfoundation.org,817-267-5897,
Grants.gov,,,,
Great Plains United Methodist Conference,,,,
Greater Atlanta Christian Foundation Inc,20-2178473,,,
Greater Capital Area Relators,,,,
Greater Hartford Foundation for Public Giving,,,,
Greater Saint Louis Community Foundation,,,,
GREEHEY FAMILY FOUNDATION,48-1308657,,,
Griffiths Foundation,,,,
Grove Foundation,77-0108124,,(650) 523-1330,
Guzikowski,,,,
H M AND PEARL KYLE FOUNDATION INC,57-0786826,,,
H W Durham Foundation,62-0583854,http://www.durhamfoundation.org/,,
HAMILL FAMILY FOUNDATION,36-6096808,,,
HAROLD AND PATRICIA KORELL FOUNDATION,27-1507283,,,
HAROLD HAMM FOUNDATION,46-1256191,,,
"Harris Foundation, Inc.",73-6093072,,,
Harvest Charities,57-6020261,,,
Harvey E. Najim Family Foundation,20-8060391,www.najimfoundation.org,,
HBM Holdings,,,,
HCS FOUNDATION,34-6514235,,,
Healthcare Foundation of Greater Kansas City,,,,
Healthcare Foundation of New Jersey Inc,22-3451664,www.hfnj.org,973-921-1210,info@HFNJ.org
Hear the World Foundation,11-3819909,https://www.hear-the-world.com,+41 58 928 01 01,info@hear-the-world.com
HECKSCHER FOUNDATION FOR CHILDREN,13-1820170,www.heckscherfoundation.org,212-744-0190,
Henry and Sylvia Yaschik Foundation Inc,58-2281499,,,
Herold (Lucille A.) Charitable Trust,14-6100040,,,
HERRON FOUNDATION INC,36-4762261,,,
Hewlett Packard Enterprise Foundation,47-5011215,,,
High Meadows Foundation,20-8521462,www.highmeadowsfoundation.com/,617.536.1910,
Highlights Foundation Inc,31-1203417,http://www.highlightsfoundation.org,,
Hillsborough County Social Services,,,,
Hilton Hotels Corporation,,,1.703.883.1000,
HIP (Housing Initiative Partners),,,,
Hirt-Rodman Family Fund,,,,
HoganTaylor Foundation,,,,
"HoganTaylor, LLP",73-1413977,http://hogantaylor.com/about/the-hogantaylor-foundation/,,
HOLIDAY MANAGEMENT FOUNDATION INC,23-7414999,,,
Holland Foundation,,,,
HOME DEPOT U S A INC EMPLOYEE BENEFIT TR,58-1894222,,,
Horizons Fund,,,,
Horizons National,,https://www.horizonsnational.org/about/,203-594-7040,
Houston Jewish Community Foundation,76-0187329,www.houstonjewish.org,713-7297000,
HOUSTON LIVESTOCK SHOW AND RODEO EDUCATIONAL FUND,76-0260204,,832-6671200,
Howard and Bush Foundation,,,,
Hudson River Bank and Trust Company Foundation,,,,
HUFFINGTON FOUNDATION,76-6040840,,,
Huston,23-6284125,,,
Ida S. Charlton Charity Foundation,,,,
IFF,,www.iff.org,312 629 0060,
Illinois Community College Board,,www.iccb.org,(217) 785-0123,
Illinois Criminal Justice Information Authority,,www.icjia.state.il.us/,312-793-8550,cja.grantsunit@illinois.gov
Illinois Department of Commerce and Economic Opportunity,,www.illinois.gov/dceo/,(217) 782-7500,
Illinois Secretary of State,,www.cyberdriveillinois.com,217-785-6921,
IMLS - Institute of Museum and Library Services,,https://www.imls.gov/,,
Impact Oklahoma Inc.,73-1715755,http://www.impactok.org,,
INACTIVE  - Foundation for Sustainability and Innovation,,,,
INACTIVE  - Handspring Foundation,,,,
INACTIVE  Cottonwood Foundation,,,,
INACTIVE  Fosters Group Community Grants,,,,
INACTIVE  Gardenburger Community Garden Grants,,,,
INACTIVE -  Furthermore,,,,
INACTIVE - 1% For the Planet,,,,
INACTIVE - 2004 Mantis Award Program for Community Gardens,,,,
INACTIVE - Balance Bar Community Grants,,,,
INACTIVE - Bay and Paul Foundations,,,,
INACTIVE - Best Buy Community Grants,,,,
INACTIVE - BT Foundation,,,,
Inactive - Burpee Home Garden Award,,,,
INACTIVE - Captain Planet Foundation,,,,
INACTIVE - Charitable Venture Foundation,,,,
INACTIVE - Charles R. Wood Foundation,,,,
INACTIVE - Community Training and Assistance Center,,,,
INACTIVE - Equinox Fund of CFCGR (changed name to Picotte Family Fund in 2012),,,,
INACTIVE - First Niagara Bank Foundation,,,,
INACTIVE - FISKARS Foundation,,http://www2.fiskars.com/Community/Project-Orange-Thumb,,
INACTIVE - Food For All Grant,,,,
INACTIVE - Green Education Foundation (GEF) Green Thumb Challenge,,,,
INACTIVE - Hunger Action Network of New York State: Mini Grants,,,,
INACTIVE - Lockheed Martin- KAPL,,,,
INACTIVE - Margaret Barron Ball Foundation,,,,
INACTIVE - Mattel Children's Foundation,,,,
INACTIVE - Mohawk-Hudson Community Foundation,,,,
INACTIVE - MVP Health Care Award,,,,
INACTIVE - National Recreation and Park Association,,,,
INACTIVE - Natural Resources Defense Council (NRDC),,,,
INACTIVE - Natures Path Gardens for Good,,,,
INACTIVE - Nextel Community Partners Program,,,,
INACTIVE - NY Nurserymen's Foundation,,,,
INACTIVE - Partnership for Prevention,,,,
INACTIVE - Presbyterian Hunger Grant - Full Application,,,,
INACTIVE - Presbyterian Hunger Program,,,,
INACTIVE - Presbyterian Women Birthday Offering,,,,
INACTIVE - Regional Offices on Women's Health,,,,
INACTIVE - RSF Seed Fund,,,,
INACTIVE - Sally Engelhard Pingree Foundation,,,,
INACTIVE - Seeds of Change,,,,
INACTIVE - Spiral Design Studio,,,,
INACTIVE - St. Peter's Episcopal Church,,,,
INACTIVE - Stakeholder Foundation,,,,
INACTIVE - State Farm and State Farm Companies Foundation,,,,
"INACTIVE - Take Action: Healhy People, Places and Practices in Communities Project (Office of Public Health and Science)",,,,
INACTIVE - Ten Eyck Group,,,,
INACTIVE - Tom's of Maine Foundation,,,,
INACTIVE - Tops Foundation,,,,
INACTIVE - Troy Housing Authority,,,,
INACTIVE - Verizon Foundation,,,,
INACTIVE - Vincent Astor Foundation,,,,
INACTIVE - Weed and Seed 2010-2011,,,,
INACTIVE - WNYT,,,,
INACTIVE - Women Helping Others Foundation,,,,
INACTIVE - Yale School of Management,,,,
INACTIVE - `Niagara Mohawk,,,,
INACTIVE Get Ingrained,,,,
Independence,,,,
Independent Health Foundation,16-1417199,WWW.INDEPENDENTHEALTH.COM/FOUNDATION,,
Indiana Housing and Community Development Authority,,http://www.in.gov/ihcda/,(317) 232-7777,
Ingersoll Rand Foundation,,http://company.ingersollrand.com/content/ircorp/en/discover-us/our-company/community-relations/ingersoll-rand-foundation.html,1-704-655-4000,
Instituto Arapyau,,www.arapyau.org.br,+55 11 3073.1144,arapyau@arapyau.org.br
Integris Health Inc,73-1192764,WWW.INTEGRISOK.COM,,
Intercontinental Hotels Group (IHG),,,,
INTERLINC FAMILY FOUNDATION,45-4414231,HTTP://WWW.INTERLINCFAMILYFOUNDATION.ORG,,
Irene W. and C.B. Pennington Foundation,72-0938097,,,
Ironman Foundation,,,,
ITC Great Plains,,http://www.itc-holdings.com/community-approach/philanthropy/philanthropy-legal,,
J A AND ISABEL M ELKINS FOUNDATION,74-6047894,,,
J B HUNT FOUNDATION INC,58-1888324,http://www.jbhunt.com/responsibility/corporate_giving/,,
J C Kellogg Foundation,13-6092448,,,
J. Bulow Campbell Foundation,,www.jbcf.org,404-658-9066,
J.P Morgan Chase,,www.jpmorganchase.com/corporate/Corporate-Responsibility/global-philanthropy.htm,,midwest.giving@jpmchase.com
J.S. Herr Foundation,,,,
Jack and Diane Eckels Charity Fund,76-0591466,,,
James B. Linsmayer Foundation,,www.wellsfargo.com/privatefoundationgrants,,
"James C. Penney Foundation, Inc.",13-6114301,,,
James H & Madalynne Norick Foundation,73-1544035,,,
James Hardie,,https://www.jameshardie.com/About-Us/Donation-Inquiries,,DONATIONINQUIRIES@jameshardie.com
Jane Shanahan,,,,
JASON KRESGE FOUNDATION,13-4345575,,,
Jeannette F Schlobach Charitable Tr,22-6863221,,,
Jennifer and Jonathan Allan Soros Foundation,80-0464952,,,
"Jerry D. Whitten, Sr., Revocable Trust",,,,
Jessie Noyes Smith,,,,
Jessie Smith Noyes,,,,
Jewish Women's Foundation,,http://www.juf.org/jwf/Grants_How-To-Apply.aspx,,
Jewish Women's Foundation of New Jersey,,https://jcfmetrowest.org/jwf,(973) 929-3005,sfriedman@jfedgmw.org
Jewish Women's Giving Foundation of Baltimore,52-0607957,http://www.associated.org/home,410-727-4828,information@associated.org
Jim & Betty Young Family Foundation,,,,
JK Irwin Fund,51-0198509,,,
John F Kennedy Center for the Performing Arts,53-0245017,www.kennedy-center.org,202-416-8000,
John F Maher Family Foundation,95-4650932,,,
JOHN I SMITH CHARITIES INC,57-0806327,,,
JOHN M OQUINN FOUNDATION,76-0206844,,,
John P McGovern Foundation,74-6053075,,,
JOHN WILLIAM POPE FOUNDATION,58-1691765,,,
Josephine B Abney Foundation,27-6134410,,,
Josephine Stevenson Charitable Tr,58-6358122,,,
Josephine Stevenson Charitable Trust,31-1600145,,,
JOSIAH MACY JR FOUNDATION,13-5596895,www.macyfoundation.org,212-486-2424,info@macyfoundation.org
Junior Hospitality Club,73-6105712,http://www.jhok.org/,,
Junior League Charleston,,,,communityprojects@jlcharleston.org
Junior League of Albany,,,,
JUNIOR LEAGUE OF OKLAHOMA CITY OKLA INCORPORATED,73-6040128,HTTP://JLOC.ORG,,
"Just Give (JG US, Inc.)",,,,
JUSTIN PAUL FOUNDATION INC,75-1801580,,512-259-8738,
Justine Petersen Housing and Reinvestment Corporation (Justine PETERSEN),43-1769074,www.justinepetersen.org,,
K W GRADER FOUNDATION INC,59-1708165,,,
Kaiser Permanente - Southern California,,,,
KAZAN MCCLAIN PARTNERS FOUNDATION,94-3192688,WWW.KAZANLAW.COM/ABOUT/FOUNDATION.PHP,,
Keep Cincinnati Beautiful,,,,
Kenneth L. Calhoun Charitable Trust,,,,
Kern Community Foundation,77-0555874,www.kernfoundation.org,661-616-2617,
Keyes Charitable Trust 23-48964,20-6329312,,,
King Family Foundation,84-1390525,none,none,
KIWANIS FOUNDATION OF HOUSTON,74-6078740,,,
Kroger Delta Division,,,901-574-2228,
Kurt Berliner Foundation,,,,
KYLE PEASE FOUNDATION INC,27-4563077,http://www.kylepeasefoundation.org,404-556-6704,
Land O Lakes Foundation,41-1864977,https://www.landolakesinc.com/,,
Land Trust Alliance/NYS Conservation Partnership,,,,
Lee & Joseph D Jamail Foundation,76-0181247,,,
Lee Family Trust,,,,
LEGAL SERVICES FOUNDATION OF ESSEX COUNTY INC,22-2389022,,(973) 639-2087,
Lincoln Community Foundation,,,,
Lindstrom Family Trust,,,,
Lisle M. Buckingham Endowment Fund of Akron Community Foundation,,,,
Live Oak Foundation,30-0519320,,817-3418-9922,
LIVING CITIES INC THE NATIONAL COMMUNITY DEVELOPMENT INITIATIVE,26-0003950,www.livingcities.org,,
Lloyd and Elizabeth Klein Family Foundation,,,,
