Miller Family Foundation,,,,
"Central Indiana Community Foundation, Inc.",35-1793680,http://www.cicf.org,,
CENTURYLINK-CLARKE M WILLIAMS FOUNDATION,84-0978668,,,
CHAN ZUCKERBERG FOUNDATION,45-5002209,,,
Charitable Lead Annuity Trust,,,,
Charles and Cassandra Bowen Charitable Foundation,26-3871656,,,
Charles Edison Fund,22-1514861,www.charlesedisonfund.org,973-648-0500,
CHARLES K BLANDIN FOUNDATION,41-6038619,,,
Chicago Health Executives Forum,,,,
Chickasaw Nation,,,,
Chico's Charitable Giving,,,,
Children's Miracle Network,,,,
Children's Trust,,,,
Childrens Miracle Network,,,,
Choose Life,31-1381901,www.odh.ohio.gov/en/about/choselife.aspx,614-466-4634,
Chris and Susan Damico,,,,christopherdamico@me.com
CHRIST CARES FOR KIDS FOUNDATION - MI,38-3505507,none,,
Chuckanut Health Foundation,,,,
Church Brothers,,,,
Church of the Redeemer,,www.redeemeronline.com,,
Cigna Foundation (CHECK BLOOMERANG),,,,
Citizen’s Energy,,http://www.citizensenergy.com/,,
City of Eugene,,,,
City of Everett,,,,
City of Ketchikan,,,,
Clarian HEALTH,35-1955872,HTTP://IUHEALTH.ORG/,,
CLIMATEWORKS FOUNDATION                                               ,26-2303250,www.climateworks.org,415-433-0542,
Clorox Bright Future Award,,,,
Clorox Kingsford,,,,
Clorox-Kingsford,,,,
"Clowes Fund, Inc.",35-1079679,www.clowesfund.org,317-833-0144,
CLYDE R EVANS CHARITABLE TRUST,73-6296082,,,
CMN,,,,
CMS,,,,
CMS Innovation,,,,
CMS Innovation Challenge,,,,
Colorado Pet Overpopulation Fund,,,,
Comerica,38-3373052,https://www.comerica.com/about-us/community-involvement/charitable-giving.html,,
Commonwealth Fund,,,,
COMMUNITIES FOUNDATION OF OKLAHOMA INC,73-1396320,www.cfok.org,405-488-1450,
Community Fd. of SW WA,,,,
Community Fdn SW WA,,,,
Community Foundation for Kettering,,http://cffkett.org/,937-225-9971,jmclefresh@daytonfoundation.org
Community Foundation for Shelby County,,http://www.commfoun.com/,(937) 497-7800,mspicer@commfoun.com
Community Foundation for SW Washington,,,,
"Community Foundation for the Capital Region, Inc.",14-1505623,http://www.cfgcr.org,518-446-9638,
Community Foundation of Northeast Alabama,63-0308398,www.yourcommunityfirst.org,256-231-5160,
"Community Foundation of Southern Indiana, Inc.",35-1827813,www.cfsouthernindiana.com,812-948-4662,
Community Foundation of the Fox River Valley,36-6086742,www.CommunityFoundationFRV.org,(630)896-7800,
Community Foundation of Western North Carolina,,,,
Community Foundation SW WA,,,,
Community Health Choice Inc,76-0495152,https://www.chchealth.org,,Daisy.Morales@CommunityCares.com
Community Health Endowment of Lincoln,,,,
Community Health Foundation,,,,
computer search,,,,
Conese Foundation,,,,
Congregation of St. Joseph,,,,mbauer@csjoseph.org
Congressional Appropriation,,,,
Congressional Appropriations,,,,
ConocoPhillips Ferndale,,,,
Cooper Foundation,47-0401230,http://cooperfoundation.org/,402-476-7571,info@cooperfoundation.org
Coquille Tribal Fund,,,,
Core Medical,,,,
Cottage Grove Community Foundation (OCF),,,,
Country Fair Vision Fund,,,,
County of ventura,,,,
Covidien/ Medtronic,,www.covidien.com/about/social-responsibility/,,
Cowlitz County Behavioral Health,,,,
Cowlitz County Health Dept.,,,,
CR Eagles,,,,
Credit Bureau Fund,,,,
Cresap Foundation,,http://www.cresapfoundation.org/grants-and-giving/,,
Cummins Lakewood Engine Plant,,,716,lori.jafarjian@cummins.com
CURTIS & DORIS HANKAMER FOUNDATION,76-0022687,,,
D. Margaret Studley Foundation,,,,
Dalum Family Foundation,39-6658948,,414-547-8500,
Dan & Pat Nelson Family Fd.,,,,
Darden,,,,
David Bohnett Foundation,95-4735846,www.bohnettfoundation.org,310-2760001,
David E Simon & Jacqueline S Simon Charitable Foundation,14-1859319,,,
David G. Burton Trust,52-6072646,,,
David Rockefeller Fund,13-3533359,www.drfund.org,,
Dayton Catholic Women's Club,,http://www.daytoncatholicwomensclub.org/,,
DCASE Department of Cultural Affairs and Special Events,,https://www.cityofchicago.org/city/en/depts/dca/culgrants/,,culturalgrantmaking@cityofchicago.org
Del Monte,,,,
Denali Commission,,,,
Department of Energy,,,,
Department of Internal Affairs - DIA,,http://www.communitymatters.govt.nz/Funding-and-grants,0800 824 824,
Dept. of Education,,,,
Devon Energy Charitable Foundation,73-1613400,http://www.devonenergy.com/social-responsibility/community-relations/corporate-giving,,
DHHS,,,,
DHHS (ASPR),,,,
DHL,,,,
DHSS,,,,
DHSS AK Medicare FLEX,,,,
DiLoreto Foundation,,,,
"Dobbs Charitable Foundation, W.M. Craig and Teneen L.",,,(317) 848-5377,
DOBSON FAMILY FOUNDATION,26-1301254,,,
Dole Foundation,,,,
Donald & Coetta Barker Foundation,,,,
Donald A. Pels,,,,
DONALD AND MARTHA KAPLAN FREEDMAN FOUNDATION,45-5449056,,,
Donald Barker Foundation,,,,
Donna & Doyle Shepherd Foundation,,,,
DONNA NIGH FOUNDATION,73-1216904,,,
Doris and Victor Day Foundation,,https://dayfoundation.org,,dave@dayfoundation.org
dorthea haus ross foundation - Program funding 2017?,16-1080458,http://www.dhrossfoundation.org/index.php?option=com_content&view=article&id=11:guidelines&catid=1,,
DOT Ghost Out Project,,,,
Douglas B Marshall Jr Family Foundation,76-0664812,www.dbmjr.org,713-651-8805,
Douglas County,,,,
DOUGLAS R MOORE FAMILY FOUNDATION,20-8628156,,,
Dovenberg Family Foundation,20-0492387,,,
Dow AgroSciences LLC Corporate Giving Program,,http://www.dowagro.com/en-us/about-dow-agrosciences/corporate-citizenship,,
Downtown Optimist Foundation,35-6077156,,,
Doyle & Donna Shepherd,,,,
Doyle & Donna Shepherd Fd.,,,,
Doyle & Donna Shepherd Foundation,,,,
Dr. Scholl,,,,
Drysdale Community Foundation,,,,
Duchossis Family Foundation,,,,
Dujay Charitable Foundation,76-0416456,,,
Dura Pharmaceuticals,,,,
E Dick Slaughter Trust,75-6007584,,,
E L AND THELMA GAYLORD FOUNDATION,73-1463569,,,
E. L. Weigand Foundation,,,,
"E. Rhodes, Leona Carpenter Fnd.",,,,
E.C. Wareheim Foundation,52-6033212,,,
E.L. and Thelma Gaylord Foundation,,,,
ECMC Foundation,,,,
ECONOMICS LABORATORY FOUNDATION ECOLAB FOUNDATION,41-1372157,,,
ED E & GLADYS HURLEY FOUNDATION,75-6006961,,,
Eddie and C. Sylvia Brown Family Foundation,,,,
EDGAR AND ELSA PRINCE FOUNDATION MI,38-2190330,,,
Edna Clark Foundation,,,,
EDWARD JOHN NOBLE FOUNDATION INC,06-1055586,,,
EDWIN W AND CATHERINE M DAVIS FOUNDATION,41-6012064,,,
Efroymson Foundation/CICF,,,,
Eileen Fisher,,,,
Elanco,,,,
Electric Theatre Controls,,,,
ELEVATIONS FOUNDATION INC,27-3484142,https://www.elevationscu.com/community/elevations-foundation,,
Eli Lilly & Company,,,,
ELI LILLY AND COMPANY FOUNDATION,35-6202479,,,
Eli Lilly Company,,,,
Eli Lilly Foundation,,,,
Eli Lilly Pharmaceuticals,,,,
Eliasberg Family Foundation,52-1199165,,,
Elizabeth & Thomas Broadus Jr. Charitable Foundation,52-6287380,,,
ELIZABETH FIRTH WADE ENDOWMENT FUND,95-3610694,,,
Elizabeth Lynn Foundation,,,,
ELKS OF LOS ANGELES FOUNDATION FUND CROCKER NATIONAL BANK TRUST DEPT,95-6019849,,,
Ellen W.P. Wasserman Foundation,52-2038129,,,
Emerson Climate Technologies,,http://www.emersonclimate.com/en-US/pages/default.aspx,,
Employees Community Fund Boeing,,,,
Engelstad Family Foundation,,,,
Enoch Trust,20-4948182,http://enochtrust.org/,(903) 771-1301,info@enochtrust.org
Erica and Evan Fisher,,,,
Eris and Larry Field Family Foundation,95-3905829,,,
Esco Technologies,,,,
Essentia Health Foundation,27-1984704,www.essentiahealth.org,,
ETERNAL ABUNDANCE FOUNDATION INC,35-1940184,,,
ETHAN AND JOYCE JACKSON FAMILY CHARITABLE FOUNDATION INC,35-1899729,,,
ETHEL JOSEPHINE SCANTLAND FOUNDATION,95-3805605,,,
Eugene Active 20-30 Club,,,,
Eugene Active 20/20 Club,,,,
Eugene Active 20/30 Club,,,,
Eugene Airport Rotary,,,,
EUGENE AND MARILYN GLICK FOUNDATION CORPORATION,35-1549707,,,
Eugene Rotary,,,,
Eugene Rotary Club,,,,
Eula Mae and John Baugh Foundation,76-0457820,none,(713) 466-4945,
Eusebia Stonestreet Trust Uw - CLOSED,75-6009142,,,
Evans Kelly Foundation,,,,
Executive Service Corps of Southern California,95-3510781,www.escsc.org,213-613-9103,
FAMILY SHADETREE,27-2052174,,,
Fannie Rippel Foundation,,,,
Farm Credit East Flca,06-1605745,https://www.farmcrediteast.com/industry-support/AgEnhancement-grants,,
Father Brunner Peace and Justice,,,,brian2boyle@gmail.com
Faye & Lucille Stewart Fd,,,,
Faye & Lucille Stewart Foundation,,,,
FCC - Rural Health Care,,,,
"FCC/Universal Service, Rural Healthcare Division",,,,
Federal Per Diem Grant,,,,
Feinstein Institute,,,,
FEINTECH FAMILY FOUNDATION,95-6072287,,,
FEMA-Oregon Emergency Management,,,,
Ferris Family Foundation,52-1774631,,,
FF Credit Union,,,,
FFCU,,,,
FHL Atlanta,,http://corp.fhlbatl.com/,,
FIELDSTONE FOUNDATION,33-0103025,,,
Firelight Foundation,,,,
First Bank,,,,
First Choice,,,,
First Midwest Charitable Foundation,,,,
First Tech Federal Credit Union,,https://www.firsttechfed.com/discover_first_tech/our_community_commitment,,
Firstenberg Foundation,,,,
FLEX Grant,,,,
Flintridge Foundation,95-3926331,,626-449-0839,
FOE Eagles,,,,
Fohs Foundation,,,,
Food 4 Less,,https://www.communitygifts.com/,,donations@food4less.com
Food Research & Action Center,23-7200735,frac.org,202-986-2200,foodresearch@frac.org
FOOTLIGHTERS INC,95-2459569,,,
For All Kids Foundation,22-3496398,www.forallkids.org,-,
Fortin Family Foundation Inc,06-1604830,,,
Fortress Foundation for Children's Miracle Network,,,,
Foss Family Foundation,,,,
Foster McGaw Award,,,,
Foundant Technology,,,,
Fowler Family Foundation,,,,
Francis L. and Edwin L. Cummings Memorial Fund,13-6814491,http://fdnweb.org/cummings/,212-286-1778,
FRANCIS P TORINO FOUNDATION,33-0219408,,,
Franciscan Missionary Union,,http://www.fmunion.org/,240-393-0532,pokeeffe@thefranciscans.org
Frank & Lydia Bergen Foundation,,https://www.wellsfargo.com/private-foundations/bergen-foundation/,336-747-8172,andrea.duggins@wellsfargo.com
Frank & Miriam Loveman Foundation,46-1662450,,,
Frank Ewing Foundation,,,,
Frankino Foundation,,,,
Franklin Square Capital Partners Foundation,46-4111956,,,
Fred & Jean Allegetti,,,,
FRED C AND KATHERINE B ANDERSEN FOUNDATION,41-6020920,,,
Fred J. Brunner,,,,
FRED JONES FAMILY FOUNDATION,20-3110536,,,
Fred L Hartley Family Foundation,81-3215680,,,
"Fred Meyer, Inc.",,,,
Freedoms Foundation at Valley Forge,23-1657857,WWW.FREEDOMSFOUNDATION.ORG,,
Friends of St. John,,,,
Froderman Foundation Inc,35-6025283,http://www.frodermanfoundation.com,,
Frost/Margaret Snyder Foundation,,,,
FSJ Foundation Inc,35-1888190,,,
Full Circle Family Fund,,,,
Gail and Bob Fink,,,(858) 484-7854,gailfink@aol.com
Gannett Community Funds,,,,
GANSETT FOUNDATION,04-3535723,,,
Gary Anderson Children's Foundation,,,,
Gary Anderson Childrens Fund,,,,
GCI,,,,
Geary Family Foundation,,,,
Genentech BioOncology IMED,,,,
Genentech IMED,,,,
Genentech Pharmaceutical,,,,
Genomic,,,,
George M. Eisenberg Foundation,,,,
George S. Rich Foundation,52-2041045,,,
Georgia-Pacific Foundation (Georgia Pacific),,,,
GERRISH FOUNDATION,84-1564881,none,,
GHEENS FOUNDATION INC,61-6031406,,,
Giant Food Stores,,giantfoodstores.com,,
"Gibson Foundation, Inc.",20-0832563,www.gibsonfoundation.org,615-8714500,
Gilmore Foundation,,,,
Glaser Foundation,,,,
Glass Family Foundation Inc,56-2196225,www.glassfoundation.org,828-210-8122,
Glaxo SmithKline,,,,
Glaxo-Wellcome,,,,
GlaxoSmithKline,,,,
Glen Boyd Foundation,,,,
Glory Foundation,,,,
GO INC,75-2386869,,,
Goldammer Family Foundation,39-1987991,,920-868-2226,
Good Samaritan Foundation Inc,31-1087598,,(502) 425-3884,
GRACO FOUNDATION,41-6023537,,,
Graham County Community Foundation,,,,kariebogart@gscf.org
Grainger,,,,
Grand Victoria,,,,
Grube Family Foundation Inc,20-0477803,,,
GTE Foundation,,,,
Guardians of the Sea Charitable Trust,,,,
Guistiana Foundation,,,,
Guistina Foundation,,,,
HAL,,,,
HAMON CHARITABLE FOUNDATION,75-2734057,,,
HAMPTON LEGACY FOUNDATION,20-1261257,,(972) 404-0857,
Harold & Arlene Schnitzer CARE Fd.,,,,
HAROLD SIMMONS FOUNDATION INC - dallas only,75-2222091,,,
Harrah's Cherokee Casino,,,,
Harry & Jeanette Weinberg Foundation,,http://hjweinbergfoundation.org/grants/guidelines/,410-654-8500,grantsintake@hjweinberg.org
Harry & Jeannette Weinberg Foundation,,,,
Harry & Louise Brown Foundation,,none,4056011121,drbokc@earthlink.net
Hartford Foundation,,,,
Hasbro Children's Foundation,,,,
Hattie Mae Lesley Foundation,75-2936754,,,
HCR ManorCare,,,,
Health Care Foundation,,,,
Health Leadership Task Force,,,,
Health Research Council,,,,
HealthCare Foundation,,,,
HealthPath Foundation of Ohio,,http://www.healthpathohio.org/,513-768-6117,mulvinc@gcfdn.org
Heart for Hospice Foundation,,,,
Heath Foundation,,,,
Hegardt Foundation,20-5814715,,,
Helen J. Serini Foundation,46-1353961,,,
Helping Fund,35-1872573,,,
Helping Hand of Oregon,,,,
HENDERSON-WESSENDORFF FOUNDATION,74-6047149,https://www.grantinterface.com/hwfoundation/Common/LogOn.aspx,281-342-2044  ,
Henry & Eleanor Jansen,,,,
Henry and Eleanor Jansen Fd.,,,,
Henry Luce Foundation,,,,
Herbert Bearman Foundation,31-1602562,www.herbertbearmanfoundation.org,,
Herman & Katherine Peters Foundation Corp,36-4180010,,,
Herman and Patsy Smith Charitable Foundation - GO 2017!,75-2610418,none,817-540-4942,
Herr Family Foundation,,,,
HHS,,,,
HHS - ONC HIT,,,,
HHS Heathcare Org. Preparedness,,,,
HHS/WA DOH,,,,
Hillswood Foundation,41-1948564,,,
Hogan Taylor Foundation,,http://hogantaylor.com/about/the-hogantaylor-foundation/,,
Holland America Cruise Lines,,,,
Holland America Lines,,,,
Holland Home Care,,,,
Hologic,,,,
Holy Apostles Parish,39-0806818,http://www.hanb.org/,(262) 786-7330,rdoucette@hanb.org
Holy Family Outreach Funds,,,920-921-0580 x139,
Holy Ground Catholic Community,,,,
Home Instead,,,,
Home Instead Foundation,,,,
Homeland Security,,,,
Homer & Martha Gudelsky Family Foundation,52-0885969,,,
Honorable Order of Kentucky Colonels Inc,61-0485432,www.kycolonels.org,502-2666114,
HOPE FOR HEARING FOUNDATION,95-2091641,,,
Horizon Bank,,,,
HORSESHOE FOUNDATION OF FLOYD COUNTY INC,35-2086312,WWW.HORSESHOEFOUNDATION.ORG,,
Hospice Foundation of America,,,,
HOSPICE FOUNDATION OF OKLAHOMA INC,73-1475892,www.hospicefoundationok.org,,
Howard and Geraldine Knaack,,,,
HRSA (revision),,,,
HRSA (Sacred Heart),,,,
HRSA (U.S. Congress),,,,
HRSA - Office of Rural Health - SHIP,,,,
HRSA - RHND,,,,
HRSA - SHIP,,,,
HRSA Emergency Preparedness,,,,
HRSA Network Planning,,,,
HRSA Nurse Education,,,,
HRSA OAHHS,,,,
HRSA Office of Rural Health,,,,
HRSA Outreach,,,,
HRSA RHND,,,,
HRSA Rural Access AED,,,,
HRSA Rural Health Network Development,,,,
HRSA Rural Health Outreach Program,,,,
HRSA Rural Health Planning,,,,
HRSA Rural Health Quality Improvement,,,,
HRSA Rural Outreach,,,,
HRSA SHIP,,,,
HRSA subrecipient,,,,
HRSA TeleHealth,,,,
HRSA Workforce Diversity,,,,
"HRSA, EP",,,,
"HRSA, Hospital Preparedness",,,,
"HRSA, MCH, Healthy Tomorrows",,,,
"HRSA, Rural Healthcare",,,,
"HRSA, Rural Healthcare Networking",,,,
"HRSA, Rural Networking",,,,
"HRSA, Rural Outreach",,,,
"HRSA, SHIP",,,,
HRSA/EHI Connecting Communities,,,,
Hugh & Jane Ferguson Foundation,,http://fdnweb.org/ferguson/,206) 781-3472,OgleFounds@aol.com
Huisking Foundation,,,,
Humanitas Foundation,,,,
Humanities NY,,http://humanitiesny.org/,212.233.1131,
Huntington National Bank,,,,
IAIMS - NIH,,,,
Iddings,,http://iddingsfoundation.org/,937.224.1773,bcoughlin@iddingsfoundation.org
IDHS,,,,
Ilija Pesic,,,,
Illinois Department of Human Services,,,,
IMPACT 100 GREATER INDIANAPOLIS INC,06-1774175,www.impact100indy.org,,
Incarnation,,http://www.incarnation-parish.com/,,
INDIANAPOLIS COLTS FOUNDATION INC,37-1451195,,,
Industrial Credit Union,,,,
Insurance Industry Charitable Foundation,,iicf.com,714-870-1084,maduncan@iicf.com
Interfor Forest Products,,,,
Investors Bank Foundation,,,,
IOWA WEST FOUNDATION,42-1391990,,,
Irwin Foundation,,,,
ISORA FOUNDATION,20-5193741,http://isorafoundation.org/Apply/Grant_Proposal_Guidelines/index.html,,
Israel & Mollie Myers Foundation,52-1314430,,,
J N M 1966 Gift Trust,41-6050249,,,
J Wesley Graham Trust Uw,42-6315781,,,
J&S Foundation,,,,
J. Homer Butler Foundation,,,,
J.P. Morgan Chase,,,,
J.W. Kieckhefer Foundation,,,,
JACK AND CAROLYN FERGUSON CHARITABLE FOUNDATION,20-0450986,,,
Jack Gray & Mary Jo Wade Advised Fund - OCF,,,,
Jackie and Jeff Schaffer,,,,
Jackson County Housing Resources Commission,,http://www.jacksongov.org/372/Housing-Resources-Commission,,hrc@jacksongov.org
Jamara Ghalyini,,,,
James & Marion Miller Fd.,,,,
James & Marion Miller Foundation,,,,
James F. and Marion L. Miller Foundation,,,,
James Huntington Foundation,,,,
Jamestown Awning,,www.jamestownawning.com,716-483-1435,service@jamestownawning.com
Jansen Foundation,,,,
Jason and Elizabeth Sugarman,,,,
JAY AND ROSE PHILLIPS FAMILY FOUNDATION OF MINNESOTA,27-4196509,,,
Jay Jackson,,,,
JEAN AND SIDNEY SILBER FOUNDATION INC,52-2005856,,,
Jeld Wen Foundation,,,,
JENO AND LOIS PAULUCCI FAMILY FOUNDATION II,05-0573856,,,
Jerry and Adi Greenberg,,,,
Jerry L Burris and Barbara J Burris Foundation Inc,35-1914399,,,
Jersey City,,,,
JEWISH HERITAGE FUND FOR EXCELLENCE INC,20-3805455,WWW.JEWISHHERITAGEFUND.COM,,
Jim and Patty Rouse Charitable Foundation,52-6074744,,,
JM Foundation,,,,
Joan Irvine Smith & Athalie Clarke Foundation,,,,
Joe's Foundation,,,,
John A. Hartford Foundation,,,,
John Ball Zoo Society: Wildlife Conservation Fund,38-6076879,http://www.jbzoo.org/conservation/wcf,616-336-4303,bstringer@jbzoo.org
John Ben Snow Foundation,13-6112704,,,
JOHN D PICOTTE FAMILY FOUNDATION,22-3109260,,,
John D. & Catherine T. MacArthur Fellowship,,,,
John E. Manders Foundation,,,,
"John J. Leidy Foundation, Inc.",52-6034785,,,
John McClelland Charitable Fd.,,,,
John McCune Foundation,,,,
John N. and Lou C. Conyngham Family Charitable,,,,
JOHN S DUNN FOUNDATION,74-1933660,www.johnsdunnfoundation.org,713-626-0368,jsdrf@swbell.net
JOHN W BRICK MENTAL HEALTH FOUNDATION INC,46-3112634,https://johnwbrickfoundation.org/,,
Johnson Ohana Charitable Foundation,26-2089828,,,
Johnston-Hanson Foundation,94-3077091,,,
Jordon & Mina Schnitzer Foundation,,,,
JOSEPH AND CAROLYN DEMARCO FOUNDATION INC,,,,
Joseph H. and Florence Roblee Foundation,,robleefoundation.org,314-963-7713,kathydc@robleefoundation.org
Josiah Macy Foundation,,,,
Jostens Foundation Inc,41-1280587,,,
JPMORGAN CHASE FOUNDATION (CHECK BLOOMERANG),,http://www.jpmorganchase.com/corporate/Corporate-Responsibility/corporate-philanthropy.htm,,midwest.giving@jpmchase.com
Juvenile Diabetes Foundation,,,,
Kaiser,,,,
Kaiser Permanente Community Fund,,,,
